manchete,subtitulo,texto,data_publicacao,autor,classificacao_etaria,categoria
Nisi optio expedita dignissimos sapiente nesciunt non.,Veniam occaecati recusandae ab ut similique praesentium ratione temporibus.,Fuga odit esse suscipit. Labore eum iste earum labore. Recusandae quos voluptatem possimus distinctio iusto quae.,2024-11-01,Cauã Duarte,0,Tecnologia
Consequuntur illo temporibus accusamus.,Voluptatem nihil aspernatur accusamus molestias voluptatem magnam ipsum sint eum in commodi.,Excepturi excepturi beatae molestias eum consectetur. Accusantium assumenda totam consequatur assumenda minus. Nulla qui ea sed quo cupiditate. Ad iusto illum unde.,2024-11-06,Sra. Milena Moura,18,Economia
Rerum fugiat nulla nobis.,Veniam dolores quasi deserunt alias voluptatum consequatur placeat porro inventore sunt optio.,Vero a quam quibusdam numquam. Praesentium repudiandae doloribus sed in cum assumenda. Enim modi veritatis. Pariatur sapiente nisi blanditiis alias aliquam iste.,2024-10-02,Srta. Maria Luísa da Rocha,14,Economia
Recusandae enim maiores recusandae architecto.,Incidunt et neque nostrum corrupti officiis repellendus.,Tenetur nostrum earum sunt dolorem laudantium dolorem nisi. Debitis dolorum quas saepe modi a repellendus. Necessitatibus non modi ducimus. Minus voluptates aut non maiores. Accusantium adipisci nostrum laborum velit.,2024-11-16,Dra. Hadassa Rios,10,Esportes
Voluptates nobis illo veritatis quam corporis.,Eveniet quam optio neque possimus voluptatem fugiat.,Dicta in odio voluptates maiores. Repellat beatae quas quisquam vitae voluptatibus eaque. Eligendi aut asperiores ratione minus inventore. Distinctio praesentium magnam accusamus dolorem.,2024-06-19,Isis Moraes,16,Tecnologia
Magni dolorem pariatur qui dolorum recusandae quis.,Tenetur id ipsa explicabo cum necessitatibus quibusdam ad iure delectus at temporibus.,Odit numquam eius dicta a saepe. Ut ad esse inventore consectetur. Perspiciatis perferendis sed numquam reiciendis incidunt neque. Ipsa reiciendis maxime porro molestiae quisquam distinctio.,2024-11-04,Juliana Garcia,12,Esportes
Architecto itaque labore id.,Vero nemo dolorem nostrum ut iste facere architecto.,Modi placeat cum. Quas inventore voluptatum maiores consequuntur veritatis. Est officiis omnis magnam rerum non. Inventore eius incidunt ipsum distinctio. Laborum nesciunt similique repudiandae laboriosam sed eius architecto.,2024-07-18,Vinicius da Luz,16,Tecnologia
Reiciendis voluptatem nemo ipsum quas.,Vitae voluptates accusamus ullam ad dignissimos ex ipsum ullam illo qui exercitationem.,Enim repellat eius facere sapiente ea. Vitae perspiciatis aperiam. Dignissimos ab qui nam libero neque. Facilis iusto maxime amet. Magnam quod recusandae quia ipsa. Nostrum dolore dignissimos sit.,2024-09-29,Srta. Caroline Macedo,18,Entretenimento
Magnam accusantium vel ipsam voluptates dicta eum.,Aliquid animi sapiente voluptates eaque quis temporibus sunt quam.,Sit omnis minus veritatis maiores. Voluptatem quod quam officia. Veniam praesentium atque. Recusandae ipsam perferendis impedit quidem ab.,2024-11-01,Vinícius Nunes,0,Esportes
Voluptatibus illo a sint quidem voluptates.,Consectetur quisquam odio ipsam nesciunt nulla veritatis voluptate.,Culpa laboriosam tenetur vitae. Odit iste eius commodi. Voluptatibus temporibus ea temporibus.,2024-02-23,Liam Mendonça,14,Ciência
Ullam rerum maiores corrupti quis libero.,Quaerat facere porro ipsam qui et nam veniam minus.,Debitis enim dolorem cumque praesentium porro. Facere distinctio reiciendis illo. Eligendi ipsum excepturi eaque. Minus in dolore impedit quam nam. Fuga quas consequatur ullam incidunt voluptatibus recusandae ut. Quos nulla consequatur et quidem amet.,2024-06-20,Srta. Ana Sophia Pastor,16,Política
Natus aliquid nemo voluptates magnam.,Aperiam ad exercitationem eveniet iusto error fuga quos.,Et odio molestiae et. Atque minima consequatur. Id deleniti nesciunt expedita minus iste id. Ipsa sapiente necessitatibus et fuga nostrum enim. Eos similique occaecati exercitationem modi illum delectus.,2024-08-03,Carlos Eduardo Pastor,16,Tecnologia
Nemo ut libero possimus error.,Placeat qui quos vitae ratione magnam vel quis qui explicabo.,Laboriosam repellendus tenetur doloremque doloremque asperiores. Placeat adipisci officia illo at deserunt accusantium sit. Sapiente deserunt sapiente distinctio repellat nulla. Tenetur corporis dignissimos.,2024-02-16,Nina Aparecida,12,Política
Nam officiis aliquid illo.,Minima ab animi officiis sed perspiciatis laboriosam eius unde pariatur repudiandae aliquid alias.,Nesciunt ipsum praesentium adipisci nemo. Nobis repudiandae reprehenderit eveniet asperiores. Animi asperiores quo similique. Saepe vero voluptatem quaerat temporibus nobis facere.,2024-07-16,Ana Julia Camargo,18,Política
Eveniet nam id hic voluptate.,Dignissimos tempore porro corrupti tempora repudiandae cumque consequuntur commodi.,Voluptatibus magni explicabo quod reiciendis exercitationem porro. Quibusdam vero nulla occaecati exercitationem. Nostrum deserunt vitae ullam eligendi quas. Facere perspiciatis ratione qui eveniet. Recusandae officiis modi odio. Voluptate est veniam.,2024-07-16,Olívia Moura,12,Ciência
Repudiandae consequuntur dolor.,Animi quisquam nihil inventore ullam at ad ex.,Nisi magni consequuntur magni natus atque. Placeat excepturi ea. Libero quae est a. Molestias ipsam recusandae quidem saepe ullam officiis. Modi sunt dolor saepe. Consectetur provident ad nam vero.,2023-12-15,Mariah Pires,12,Ciência
Impedit nemo esse error.,Reiciendis omnis velit et nam eum ipsum.,Minima maxime repudiandae eaque quia. Provident aut illo incidunt ullam sequi rem. Impedit quis praesentium mollitia sint consectetur.,2024-03-19,Lavínia Teixeira,16,Entretenimento
Ratione illum dicta qui.,Architecto rerum suscipit laudantium neque tempore quasi incidunt quisquam reprehenderit officia sint.,Provident expedita quidem. Quo voluptas sit cum eligendi. Fuga recusandae magni quod.,2024-05-03,Dra. Gabriela Mendonça,12,Tecnologia
Doloribus facilis fuga qui.,Quod veniam beatae necessitatibus occaecati perspiciatis quis nesciunt repudiandae amet aspernatur officia blanditiis.,Nesciunt sint est suscipit voluptatum. Earum earum perferendis earum. Harum ad sequi iste. Libero minus accusamus nobis voluptas totam consectetur. Laudantium ea inventore repudiandae facilis.,2024-08-21,Maria Eduarda Rezende,18,Esportes
Consectetur nulla excepturi cupiditate labore sint.,Voluptatibus suscipit exercitationem adipisci distinctio harum sed libero.,Quisquam eos saepe voluptates praesentium eligendi quibusdam. Sapiente neque quasi nam quos tempore ipsa. Soluta alias quaerat cum voluptatum velit. Dolorum dolore sunt ducimus.,2024-10-27,Maria Luiza Teixeira,10,Economia
Suscipit ipsum ut nulla earum.,Odio debitis voluptate iure laudantium nobis quibusdam sit quod veniam exercitationem atque suscipit.,Ipsa nam quam pariatur quaerat neque. Quod ut voluptatem officia laudantium. Harum exercitationem quisquam iusto. Deserunt libero nisi adipisci.,2024-05-27,Dr. Cauã Cavalcanti,14,Tecnologia
Debitis et consectetur sapiente non recusandae ullam.,Sit voluptates delectus quibusdam voluptatem ipsum rerum autem molestias magni placeat exercitationem beatae.,Labore quod veniam non perferendis. Sit suscipit consectetur fuga libero dignissimos quisquam. Cupiditate aliquam asperiores ipsum accusantium.,2024-03-09,Nicole Garcia,10,Entretenimento
Unde assumenda ab officia facere quis numquam voluptatibus.,Esse quod distinctio error quo dolore nesciunt placeat veritatis illo minus amet incidunt.,Autem modi nobis vero amet. Voluptate sapiente itaque. Natus doloremque quis ducimus. Sunt earum ut iure placeat voluptatum repellat ratione.,2024-02-03,Breno Melo,14,Entretenimento
Maiores consequatur sunt doloremque.,Fuga voluptatem unde maxime alias deleniti quod accusantium dolores consequuntur.,Iste eveniet quos. Cum quia optio quaerat sequi provident distinctio. Numquam tenetur dignissimos laudantium. In consequuntur quo. Cumque iure culpa minus eos nam.,2024-05-15,Fernanda Camargo,10,Política
Occaecati laborum porro deserunt soluta sint sed.,Ut error eligendi nulla quod amet.,Qui itaque error dicta aliquid laudantium dolore. Mollitia dicta reiciendis architecto at dignissimos. Unde illum quas commodi. Recusandae nobis repudiandae error.,2024-05-22,Eloah Cunha,10,Economia
Molestias labore culpa explicabo consectetur ipsa.,Alias expedita soluta vitae fugit voluptates voluptatibus nobis dolores quidem consectetur inventore.,Adipisci eum corporis nobis repellendus. Magni nulla provident repellendus nostrum. Quo tenetur earum officiis. Alias eius dolor soluta. Impedit dolores ex enim.,2024-10-07,Sr. Pedro Barros,12,Ciência
Mollitia distinctio quis quod ullam nesciunt doloremque deleniti.,Reprehenderit nemo provident provident libero reiciendis exercitationem.,Repellendus commodi nostrum asperiores neque maxime illo fugit. Non ut saepe odit a quia ratione quaerat. Animi omnis saepe cumque iure. Facere vero omnis vel error vel sint. Animi vitae asperiores. Quis labore explicabo mollitia quidem.,2024-10-24,Maria Clara Sampaio,18,Entretenimento
Dolorem blanditiis eius ipsam velit recusandae voluptatem.,Officiis ab accusamus pariatur consequuntur quos esse magni temporibus.,Quia quasi animi facilis. Molestias voluptatem laudantium repellat mollitia. Ipsum accusantium quos hic soluta quibusdam molestiae. Id laborum autem tempora alias libero. Totam tenetur eaque itaque debitis facere molestiae.,2024-03-16,Ágatha Mendonça,18,Ciência
Laboriosam quidem placeat inventore veniam.,Nam officiis saepe corporis impedit laboriosam molestias itaque impedit atque vero ullam id.,Dolorem cum dolores voluptates pariatur sit. Ipsa ut occaecati. Unde odit neque omnis laborum nulla hic. Praesentium quas voluptate placeat quisquam fugit.,2024-08-22,Bruno Cavalcanti,0,Política
Sint voluptates unde ad officiis maiores beatae impedit.,Eligendi quibusdam libero eligendi quae aperiam possimus fugit iure modi ut.,Distinctio voluptas accusantium labore at inventore laudantium hic. Aperiam officia cupiditate voluptates neque distinctio. Dolor nulla quia possimus. Reprehenderit laboriosam aspernatur recusandae iste nulla.,2024-09-27,Augusto Leão,16,Ciência
Sequi corporis harum ducimus quidem est consequuntur.,Dolorem deleniti cumque magnam eligendi enim blanditiis deleniti ex illo unde quod.,Fugiat reprehenderit dolor veritatis iure architecto. Consequuntur culpa et voluptatibus ratione voluptas eum. Fugiat recusandae aut quidem alias impedit labore. Amet ducimus mollitia laboriosam odit. Ipsam similique ad laudantium. Impedit ullam officia sequi praesentium reiciendis.,2024-10-30,Kaique Lopes,12,Entretenimento
Quae neque blanditiis sapiente laborum.,Nam vitae quidem unde quo eligendi soluta sequi dolorem.,Repudiandae eum possimus quam. Accusamus officia excepturi odit sapiente. Quisquam quasi molestiae quaerat provident repudiandae. Nostrum nisi dolore quidem quia. Tenetur ratione exercitationem labore deleniti. Alias nemo neque. Expedita odit tempore aperiam.,2024-08-17,Srta. Emilly Aragão,14,Economia
Facilis assumenda excepturi dicta incidunt.,Nihil natus non et necessitatibus reprehenderit molestiae soluta perferendis dolorem ullam.,Eligendi esse ratione saepe nihil asperiores sequi soluta. Aliquid est accusantium provident esse facere ad. Deleniti quo repellendus. Eos similique occaecati voluptatum optio fugiat quis. Hic iure cum vitae recusandae ad eaque. Corrupti fuga temporibus repudiandae magnam.,2024-06-03,Dr. Levi Correia,10,Esportes
Consectetur recusandae enim quibusdam fuga occaecati.,Blanditiis eaque consequuntur similique at in nesciunt optio eos accusantium corrupti mollitia.,Facere quibusdam enim neque vel autem est. Quisquam sunt in repellendus nihil. Cumque totam necessitatibus. Dolorum cum molestiae fuga distinctio. Impedit iste debitis aut vitae itaque quibusdam.,2024-10-22,João Pimenta,18,Esportes
Minus dignissimos doloribus minus impedit molestias atque.,Dolor ratione eum perferendis corrupti necessitatibus ipsum.,Nihil nam sapiente quia reprehenderit saepe. Voluptas excepturi blanditiis hic facilis. Ducimus voluptatem quam sequi officia corrupti officiis quas. Cumque sit nesciunt illum accusamus aliquid. Molestias accusamus ducimus odit. Quisquam error tenetur dolores perferendis.,2024-04-26,Dr. Pedro Lucas Moraes,16,Tecnologia
Quidem autem eius excepturi minima ea.,Officia magnam ratione rem fuga odio molestiae eligendi velit.,Quae accusamus velit eos. Repellendus quibusdam explicabo repudiandae optio. Natus mollitia quod quidem dolor repudiandae quo alias. Beatae expedita vero vitae quidem esse commodi expedita. Alias ipsa itaque quidem corporis voluptates magnam.,2024-05-07,Luan Alves,12,Política
Earum rem alias incidunt delectus.,Non maxime nobis eligendi esse modi.,Corporis labore explicabo. Quidem quaerat rerum. Earum numquam natus consequatur delectus. Quis natus accusantium blanditiis blanditiis accusamus tempore eos. Cupiditate magnam ducimus neque iure reprehenderit. Distinctio unde nihil ex voluptate.,2024-03-30,Dr. Breno da Conceição,14,Esportes
Impedit accusamus eos sed dolore harum.,Iste ab tenetur nisi consequatur quaerat aliquid nesciunt autem distinctio.,Quisquam sed occaecati reprehenderit. Quos accusamus enim. Nihil saepe ipsam sit similique alias. Cum odio accusantium quae. Excepturi doloremque beatae rem.,2024-08-14,Alice Rodrigues,16,Ciência
Quidem quia nemo soluta fugiat.,Magni quo commodi molestiae officiis hic velit.,Omnis neque nisi numquam. Corrupti suscipit repellendus repudiandae. Dicta tempora temporibus quidem quis nulla doloremque.,2024-10-07,Rafael Viana,14,Tecnologia
Nemo nesciunt voluptates natus corporis facilis totam architecto.,Vel eaque magnam atque porro ullam nostrum.,Possimus ipsam consectetur distinctio fuga praesentium. Vero vitae reiciendis consequuntur. Deleniti et numquam iste rem excepturi.,2024-04-03,Júlia Montenegro,0,Tecnologia
Doloribus eaque impedit culpa officia dolore illo repellat.,Nemo iusto fugit mollitia nulla mollitia occaecati unde voluptatum a quibusdam eaque.,Sequi incidunt odit recusandae reiciendis. Atque nihil numquam dignissimos totam. Beatae perferendis sed laborum nesciunt nam nihil dolorum. Blanditiis unde hic dolore provident mollitia voluptate nostrum.,2024-02-29,Breno Moraes,14,Economia
Minus harum corrupti itaque laborum tenetur nam.,Quibusdam iusto fugiat deserunt blanditiis at excepturi atque.,Enim deserunt incidunt tempore autem provident. Vero impedit nesciunt quidem. Sint quam aliquam veniam unde vel. Nam praesentium earum minus pariatur et impedit.,2024-10-18,João Pedro Ramos,12,Economia
Quaerat in vero corrupti animi maxime eligendi ea.,Provident fugiat quasi debitis voluptates quisquam maxime iure illo praesentium enim.,Consequatur velit corrupti ea. Corporis beatae corrupti esse. Non illo fugiat deleniti dolore numquam. Odio iure ipsa veniam. Illo praesentium repellendus exercitationem tenetur. Autem alias labore consequuntur assumenda.,2024-03-03,Sr. Luiz Gustavo das Neves,10,Política
Dolorum quae nihil cum soluta illo.,Sapiente commodi molestias accusamus nemo voluptate iusto unde fugiat quaerat voluptate laudantium enim.,Tenetur consectetur et blanditiis. Voluptatem iste reiciendis rerum quis. Numquam iure quod eveniet ducimus dolor. Ut quisquam aliquid incidunt. Maiores itaque quod delectus. A sit libero facilis.,2024-02-26,Matteo Novaes,18,Esportes
